experiment,experiment_label,model,optimizer,seed,total_trainings,total_runtime_minutes,best_fitness,trainings_to_95pct_final_best,minutes_to_95pct_final_best
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,rf,random_search,2,1000,231.17605044074924,0.7699104280453648,175,40.27630555989984
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,rf,random_search,3,1000,233.4589725567838,0.7699104035441223,2,0.7944111753333345
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,svm,de,1,1000,5.559829792639357,0.6531006127135138,5,0.04047276231661575
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,svm,de,2,1000,15.794021970126048,0.7003947783878255,15,0.12746498988332558
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,svm,de,3,1000,9.396619165386559,0.65971199954025,136,0.8993160772498716
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,svm,ga,1,1000,12.345699024632388,0.66111731167081,382,4.140557757747107
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,svm,ga,2,1000,14.870772177574205,0.6935700946280292,780,11.437824627799758
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,svm,ga,3,1000,5.9426713818822465,0.6873059206410744,933,4.995445227953921
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,svm,gwo,1,1000,14.36285836567052,0.7004761872317035,268,3.0402760918687517
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,svm,gwo,2,1000,14.952914557850939,0.701383585068197,47,0.48757357323362766
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,svm,pso,1,1000,15.552203678951022,0.7019519938358685,113,1.1152506181336017
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,svm,pso,2,1000,15.8361938879368,0.7013028390876523,31,0.30916060078367685
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,svm,pso,3,1000,15.803009865299343,0.7017307280380202,44,0.41527882414957273
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,svm,random_search,1,1000,8.013779153999591,0.6931347648941485,441,3.556262485984553
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,svm,random_search,2,1000,8.024567573234526,0.6937098682813548,316,2.542819447717314
exp3_cv_accuracy,Experimento 3 - Cross-validation + Accuracy,svm,random_search,3,1000,8.002297607049574,0.6883684405431758,314,2.4661483867650533
