,accuracy_test,accuracy_test,balanced_accuracy_test,balanced_accuracy_test,mcc_test,mcc_test,f1_test,f1_test,auc_roc_test,auc_roc_test,auc_pr_test,auc_pr_test,best_validation_fitness,best_validation_fitness
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
fitness_mode_label,,,,,,,,,,,,,,
Accuracy-CV,0.6197764497565293,0.028100693161194183,0.618962594748136,0.028641999318526273,0.2390143484055671,0.05648177232932603,0.639637278813096,0.01812772388203347,0.6577741732257996,0.03457307885497737,0.6421432963372856,0.028516499553646425,0.6940591249349342,0.04747995322180538
MCC/F1,0.6230245683930943,0.054984235537236276,0.6225908556608496,0.05523560425714133,0.2469425007732366,0.11470141058960827,0.6254201853173457,0.10981092020375804,0.6503249205883628,0.10433668544609544,0.6365032060075962,0.07703824513033511,0.4243035787916311,0.013217913415226233
