model_type,optimizer,seed,runtime_seconds_test,model_backend,official_experiment,fitness_formula,decoded_hyperparameters,accuracy_test,balanced_accuracy_test,precision_test,recall_test,f1_test,mcc_test,auc_roc_test,auc_pr_test,confusion_matrix_test,best_validation_fitness,worst_validation_fitness,source_file,fitness_mode,fitness_mode_label
mlp,gwo,1,0.1175797639998563,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 354, ""learning_rate"": 0.00045976209999537283, ""l2_alpha"": 3.336434875167782e-07, ""dropout_rate"": 0.025058986687225723, ""batch_size"": 64}",0.6527224435590969,0.6525424588533408,0.6584575502268308,0.6618892508143323,0.6601689408706952,0.3051204490522256,0.6945683983953741,0.6746779804041544,"[[950, 527], [519, 1016]]",0.4293012877060767,0.0022178359749971,outputs/article_official/metrics/mlp_gwo_best_by_seed.csv,mcc_f1,MCC/F1
mlp,gwo,2,0.1275808010004766,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 257, ""learning_rate"": 0.0007345413171565966, ""l2_alpha"": 5.513876944302791e-06, ""dropout_rate"": 0.09847213378510372, ""batch_size"": 64}",0.650730411686587,0.6506136437315714,0.6575342465753424,0.6566775244299674,0.6571056062581486,0.3012198473871307,0.6945624439009437,0.6759190360958935,"[[952, 525], [527, 1008]]",0.6608866250570903,0.3502129417464807,outputs/article_official_accuracy/metrics/mlp_gwo_best_by_seed.csv,accuracy_cv,Accuracy-CV
mlp,gwo,2,0.2240199759999086,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 500, ""learning_rate"": 0.00041366242996849416, ""l2_alpha"": 6.833339364940803e-05, ""dropout_rate"": 0.06899501084485705, ""batch_size"": 64}",0.6527224435590969,0.6525552499895244,0.6586632057105776,0.6612377850162866,0.6599479843953185,0.3051363418932082,0.6943782956472645,0.6735093030340347,"[[951, 526], [520, 1015]]",0.4281958847471513,-0.032801893313165,outputs/article_official/metrics/mlp_gwo_best_by_seed.csv,mcc_f1,MCC/F1
mlp,gwo,3,0.1436949050003022,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 234, ""learning_rate"": 0.0007608012923901746, ""l2_alpha"": 3.343086159960536e-07, ""dropout_rate"": 0.009308080784991402, ""batch_size"": 64}",0.651062416998672,0.6509777500391453,0.6583769633507853,0.6553745928338762,0.6568723473718576,0.3019317294311884,0.6945975092570336,0.6764046797339437,"[[955, 522], [529, 1006]]",0.6616024798392716,0.3523824866184383,outputs/article_official_accuracy/metrics/mlp_gwo_best_by_seed.csv,accuracy_cv,Accuracy-CV
mlp,gwo,3,0.1234287600000243,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 500, ""learning_rate"": 0.00036557224077835146, ""l2_alpha"": 0.000131804138132502, ""dropout_rate"": 0.08787827147813844, ""batch_size"": 64}",0.6520584329349269,0.6518398285105604,0.657198192382182,0.6631921824104234,0.6601815823605707,0.3037471878697475,0.6939323701754812,0.6730840729146281,"[[946, 531], [517, 1018]]",0.4279245771271534,-0.0195038382315357,outputs/article_official/metrics/mlp_gwo_best_by_seed.csv,mcc_f1,MCC/F1
mlp,pso,1,0.0983301289998053,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 356, ""learning_rate"": 0.0007271080422875321, ""l2_alpha"": 7.41811145536819e-05, ""dropout_rate"": 0.01615255585563782, ""batch_size"": 80}",0.6517264276228419,0.6516036335648234,0.6584093872229465,0.6579804560260586,0.6581948517432389,0.3032034557044387,0.6943754286684648,0.6743147141913364,"[[953, 524], [525, 1010]]",0.660606196822303,0.3458807402531956,outputs/article_official_accuracy/metrics/mlp_pso_best_by_seed.csv,accuracy_cv,Accuracy-CV
mlp,pso,1,0.1131443010000339,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 221, ""learning_rate"": 0.0004260097327089211, ""l2_alpha"": 2.7241052382573237e-05, ""dropout_rate"": 0.014570661758998894, ""batch_size"": 64}",0.648074369189907,0.6478031223604498,0.6525369299935774,0.6618892508143323,0.6571798188874515,0.2957210495998808,0.6921720451924074,0.6719833705830862,"[[936, 541], [519, 1016]]",0.4275997414089792,-0.0286080930613624,outputs/article_official/metrics/mlp_pso_best_by_seed.csv,mcc_f1,MCC/F1
mlp,pso,2,0.0871997439999177,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 29, ""learning_rate"": 0.001549392785851907, ""l2_alpha"": 0.00031879925449443836, ""dropout_rate"": 0.0977919714065824, ""batch_size"": 80}",0.6454183266932271,0.6450693478064304,0.6488209050350542,0.6631921824104234,0.6559278350515464,0.2903390520048398,0.6925798177924705,0.6729504759421514,"[[926, 551], [517, 1018]]",0.6612556738026256,0.3523605452847608,outputs/article_official_accuracy/metrics/mlp_pso_best_by_seed.csv,accuracy_cv,Accuracy-CV
mlp,pso,2,0.1092392049999944,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 108, ""learning_rate"": 0.0007366692779274468, ""l2_alpha"": 2.536538023644349e-07, ""dropout_rate"": 0.1, ""batch_size"": 64}",0.647742363877822,0.6474901805976108,0.6525096525096525,0.6605863192182411,0.6565231466494011,0.2950755813329381,0.692770582151072,0.6748452662888256,"[[937, 540], [521, 1014]]",0.4267058061482445,0.0280945876870869,outputs/article_official/metrics/mlp_pso_best_by_seed.csv,mcc_f1,MCC/F1
mlp,pso,3,0.1141816010003822,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 300, ""learning_rate"": 0.0005546336834156389, ""l2_alpha"": 1.525013016835216e-07, ""dropout_rate"": 0.09165253523845558, ""batch_size"": 64}",0.651394422310757,0.6512523183934333,0.6577748861418348,0.6586319218241042,0.658203125,0.3025126427143425,0.6942592057586577,0.674524654302902,"[[951, 526], [524, 1011]]",0.6608866054510514,0.5382439848234207,outputs/article_official_accuracy/metrics/mlp_pso_best_by_seed.csv,accuracy_cv,Accuracy-CV
mlp,pso,3,0.1204409340000438,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 401, ""learning_rate"": 0.00041468437733971667, ""l2_alpha"": 1.4268777386752663e-08, ""dropout_rate"": 0.037159451938980737, ""batch_size"": 64}",0.6530544488711819,0.6528426094799962,0.6582687338501292,0.6638436482084691,0.661044437236458,0.3057474618714613,0.6943088265455772,0.6733746438976732,"[[948, 529], [516, 1019]]",0.428973791330185,0.2139244602356879,outputs/article_official/metrics/mlp_pso_best_by_seed.csv,mcc_f1,MCC/F1
mlp,random_search,1,0.1526784729999235,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 398, ""learning_rate"": 0.0003152939857237887, ""l2_alpha"": 0.00048576351168426663, ""dropout_rate"": 0.0017665963847056767, ""batch_size"": 64}",0.649734395750332,0.6494062045831964,0.6532567049808429,0.6664495114006515,0.6597871654305063,0.2989943910085294,0.6933122206074025,0.6722979652793829,"[[934, 543], [512, 1023]]",0.6608129253205646,0.3427733972628417,outputs/article_official_accuracy/metrics/mlp_random_search_best_by_seed.csv,accuracy_cv,Accuracy-CV
mlp,random_search,1,0.0974989309999898,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 212, ""learning_rate"": 2.3617221376875666e-06, ""l2_alpha"": 2.716315041702321e-05, ""dropout_rate"": 0.06346187417687575, ""batch_size"": 64}",0.6440903054448871,0.6442652705215034,0.6556825823806322,0.6351791530944625,0.6452680344142951,0.2885000027186689,0.6773078627996268,0.6477444790356572,"[[965, 512], [560, 975]]",0.4358607931230995,-0.0130670048320043,outputs/article_official/metrics/mlp_random_search_best_by_seed.csv,mcc_f1,MCC/F1
mlp,random_search,2,0.0697368480000477,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 52, ""learning_rate"": 0.0014787054589771502, ""l2_alpha"": 0.0002840399491084573, ""dropout_rate"": 0.06580656293057761, ""batch_size"": 112}",0.647742363877822,0.6473111046910389,0.649810366624526,0.6697068403908795,0.6596085980109079,0.2949433856687432,0.6924362483156501,0.673562534683741,"[[923, 554], [507, 1028]]",0.660399681487945,0.3429361034417091,outputs/article_official_accuracy/metrics/mlp_random_search_best_by_seed.csv,accuracy_cv,Accuracy-CV
mlp,random_search,2,0.1161022120000438,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 195, ""learning_rate"": 1.756233564175588e-08, ""l2_alpha"": 1.0008961461340476e-08, ""dropout_rate"": 0.04042539891298527, ""batch_size"": 64}",0.3764940239043824,0.3764546058014418,0.386046511627907,0.3785016286644951,0.3822368421052631,-0.2470450273123691,0.3437430393062793,0.4146575957945896,"[[553, 924], [954, 581]]",0.4343459116259165,-0.0169578234784545,outputs/article_official/metrics/mlp_random_search_best_by_seed.csv,mcc_f1,MCC/F1
mlp,random_search,3,0.1088951279998582,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 36, ""learning_rate"": 0.001685369197405002, ""l2_alpha"": 5.773957448230061e-06, ""dropout_rate"": 0.053500019791618274, ""batch_size"": 80}",0.647742363877822,0.6475029717337943,0.6527061855670103,0.6599348534201954,0.656300615484289,0.2950889295575056,0.6929893546871796,0.6744566452178429,"[[938, 539], [522, 1013]]",0.6614477228890474,0.3446698664575707,outputs/article_official_accuracy/metrics/mlp_random_search_best_by_seed.csv,accuracy_cv,Accuracy-CV
mlp,random_search,3,0.3820634890000178,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 292, ""learning_rate"": 9.276636081406175e-07, ""l2_alpha"": 0.00023492454976493913, ""dropout_rate"": 0.0773622916908433, ""batch_size"": 16}",0.6387782204515272,0.6387977214134646,0.6479152878888154,0.637785016286645,0.6428102429415627,0.2775455007720763,0.6744446331259552,0.6481838268872642,"[[945, 532], [556, 979]]",0.4358199090498525,-0.0141967645118875,outputs/article_official/metrics/mlp_random_search_best_by_seed.csv,mcc_f1,MCC/F1
rf,de,1,6.843428625998058,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 495, ""max_depth"": 48, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""class_weight"": ""balanced""}",0.603585657370518,0.6028758002730246,0.6050523721503389,0.6397394136807818,0.6219126029132362,0.2063370784687612,0.6437273811912958,0.6365248292061438,"[[836, 641], [553, 982]]",0.771703822750745,0.6640431498345374,outputs/article_official_accuracy/metrics/rf_de_best_by_seed.csv,accuracy_cv,Accuracy-CV
rf,de,1,6.531367113999295,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 354, ""max_depth"": 5, ""min_samples_split"": 16, ""min_samples_leaf"": 20, ""max_features"": null, ""class_weight"": ""balanced""}",0.647742363877822,0.6472727312824879,0.6492443324937027,0.6716612377850163,0.6602625680435479,0.2949283565232774,0.6876172980268569,0.6599977654649367,"[[920, 557], [504, 1031]]",0.4199413137851664,,outputs/article_official/metrics/rf_de_best_by_seed.csv,mcc_f1,MCC/F1
rf,de,2,6.396084449999762,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 465, ""max_depth"": 49, ""min_samples_split"": 4, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""class_weight"": null}",0.6062416998671979,0.6053537521033701,0.6056935190793459,0.6514657980456026,0.6277463904582549,0.211651739092585,0.6450287690295717,0.6352485646411473,"[[826, 651], [535, 1000]]",0.7718737271365033,0.6652903821816266,outputs/article_official_accuracy/metrics/rf_de_best_by_seed.csv,accuracy_cv,Accuracy-CV
rf,de,2,1.088318664000326,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 58, ""max_depth"": 5, ""min_samples_split"": 19, ""min_samples_leaf"": 4, ""max_features"": null, ""class_weight"": ""balanced""}",0.647742363877822,0.6473238958272227,0.65,0.6690553745928339,0.6593900481540931,0.2949494397438941,0.6852899728519161,0.6560779308601095,"[[924, 553], [508, 1027]]",0.4243948794614969,,outputs/article_official/metrics/rf_de_best_by_seed.csv,mcc_f1,MCC/F1
rf,de,3,5.69081303799976,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 500, ""max_depth"": 25, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""log2"", ""class_weight"": null}",0.6052456839309429,0.6044533002234038,0.6057457212713936,0.6456026058631922,0.6250394197414065,0.2096504180630523,0.6442039612825539,0.6351663532953236,"[[832, 645], [544, 991]]",0.7720433521644822,0.6652461515666829,outputs/article_official_accuracy/metrics/rf_de_best_by_seed.csv,accuracy_cv,Accuracy-CV
rf,de,3,2.446368850998624,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 139, ""max_depth"": 5, ""min_samples_split"": 15, ""min_samples_leaf"": 14, ""max_features"": null, ""class_weight"": null}",0.6427622841965471,0.6416704341708587,0.6362017804154303,0.698371335504886,0.6658385093167701,0.2853108213795687,0.6869592161238888,0.6601389258350789,"[[864, 613], [463, 1072]]",0.4225605519313082,,outputs/article_official/metrics/rf_de_best_by_seed.csv,mcc_f1,MCC/F1
rf,ga,1,6.688385991001269,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 496, ""max_depth"": 40, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": null, ""class_weight"": null}",0.6042496679946879,0.6036040128881723,0.606323620582765,0.6371335504885993,0.6213468869123253,0.2076944873155263,0.639388539583053,0.6296031483986321,"[[842, 635], [557, 978]]",0.7692388982395636,0.6659538193850988,outputs/article_official_accuracy/metrics/rf_ga_best_by_seed.csv,accuracy_cv,Accuracy-CV
rf,ga,1,1.176410725000096,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 58, ""max_depth"": 6, ""min_samples_split"": 13, ""min_samples_leaf"": 15, ""max_features"": null, ""class_weight"": null}",0.6434262948207171,0.6421811974708835,0.6348741954359275,0.7068403908794788,0.6689272503082614,0.2869282844012705,0.6872615721188517,0.6632782457640108,"[[853, 624], [450, 1085]]",0.4197825061213807,,outputs/article_official/metrics/rf_ga_best_by_seed.csv,mcc_f1,MCC/F1
rf,ga,2,3.218536414999108,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 221, ""max_depth"": 44, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""class_weight"": null}",0.6088977423638778,0.6081131089297569,0.6091743119266055,0.6488599348534202,0.628391167192429,0.216983615220728,0.638821539391186,0.6299412040548138,"[[838, 639], [539, 996]]",0.7711577143039755,0.6737674618353314,outputs/article_official_accuracy/metrics/rf_ga_best_by_seed.csv,accuracy_cv,Accuracy-CV
rf,ga,2,4.02370385300128,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 426, ""max_depth"": 9, ""min_samples_split"": 2, ""min_samples_leaf"": 3, ""max_features"": ""log2"", ""class_weight"": null}",0.649734395750332,0.6487666477740115,0.6440576230492197,0.6990228013029316,0.6704154951577632,0.2991713365895099,0.6849649015633855,0.6607399654090655,"[[884, 593], [462, 1073]]",0.4170517364704259,,outputs/article_official/metrics/rf_ga_best_by_seed.csv,mcc_f1,MCC/F1
rf,ga,3,5.8177699980005855,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 442, ""max_depth"": 31, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""sqrt"", ""class_weight"": ""balanced""}",0.6112217795484728,0.6104188214952838,0.6111111111111112,0.6521172638436482,0.6309486290576741,0.2216497397649774,0.6483198401549051,0.6382407366855469,"[[840, 637], [534, 1001]]",0.7698153383678493,0.6791831088615243,outputs/article_official_accuracy/metrics/rf_ga_best_by_seed.csv,accuracy_cv,Accuracy-CV
rf,ga,3,3.5642627980014367,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 415, ""max_depth"": 8, ""min_samples_split"": 5, ""min_samples_leaf"": 5, ""max_features"": ""log2"", ""class_weight"": null}",0.646414342629482,0.6453430340133954,0.6397146254458977,0.7009771986970684,0.6689462231893069,0.2926374062177388,0.6860080407728493,0.6603203695905394,"[[871, 606], [459, 1076]]",0.4157401268488981,,outputs/article_official/metrics/rf_ga_best_by_seed.csv,mcc_f1,MCC/F1
rf,gwo,1,3.7218785880031646,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 242, ""max_depth"": 33, ""min_samples_split"": 3, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""class_weight"": null}",0.6052456839309429,0.6043125977253831,0.6043425814234017,0.6527687296416939,0.627622925148763,0.209657111848946,0.6444068551668471,0.6363333118902867,"[[821, 656], [533, 1002]]",0.7728773615016721,0.6626636299464809,outputs/article_official_accuracy/metrics/rf_gwo_best_by_seed.csv,accuracy_cv,Accuracy-CV
rf,gwo,1,1.4315542549993552,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 81, ""max_depth"": 5, ""min_samples_split"": 13, ""min_samples_leaf"": 8, ""max_features"": null, ""class_weight"": null}",0.646414342629482,0.6452279137877421,0.638235294117647,0.7068403908794788,0.6707882534775889,0.2928418580508452,0.6874635838558218,0.6599533012453916,"[[862, 615], [450, 1085]]",0.425330791645088,,outputs/article_official/metrics/rf_gwo_best_by_seed.csv,mcc_f1,MCC/F1
rf,gwo,2,6.189821856998606,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 446, ""max_depth"": 35, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""log2"", ""class_weight"": null}",0.6085657370517928,0.607787376030734,0.6089351285189718,0.6482084690553745,0.6279583464815399,0.2163175213409295,0.6410816008327471,0.6327636581138729,"[[838, 639], [540, 995]]",0.7724861226973361,0.6622208385795154,outputs/article_official_accuracy/metrics/rf_gwo_best_by_seed.csv,accuracy_cv,Accuracy-CV
rf,gwo,2,3.387310301999605,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 163, ""max_depth"": 6, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": null, ""class_weight"": null}",0.6430942895086321,0.6420473316146162,0.6370679380214541,0.6964169381107492,0.6654217242452537,0.285912814053101,0.6860536918968153,0.658363832262898,"[[868, 609], [466, 1069]]",0.4210222203407884,,outputs/article_official/metrics/rf_gwo_best_by_seed.csv,mcc_f1,MCC/F1
rf,gwo,3,6.078353124001296,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 500, ""max_depth"": 21, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""log2"", ""class_weight"": null}",0.6095617529880478,0.6086494545021491,0.6084592145015105,0.6560260586319219,0.6313479623824452,0.2183298219168414,0.6492701333586215,0.6386374442728393,"[[829, 648], [528, 1007]]",0.7731725990465449,0.6618004504498997,outputs/article_official_accuracy/metrics/rf_gwo_best_by_seed.csv,accuracy_cv,Accuracy-CV
rf,gwo,3,2.84325083099975,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 137, ""max_depth"": 6, ""min_samples_split"": 10, ""min_samples_leaf"": 7, ""max_features"": null, ""class_weight"": null}",0.6434262948207171,0.6423986467860066,0.6376119402985074,0.6957654723127036,0.6654205607476635,0.2865544691212173,0.6858069111832021,0.6592660736012884,"[[870, 607], [467, 1068]]",0.4233754481269407,,outputs/article_official/metrics/rf_gwo_best_by_seed.csv,mcc_f1,MCC/F1
rf,pso,1,7.797393804998137,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 500, ""max_depth"": 50, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""class_weight"": ""balanced""}",0.6039176626826029,0.6032015331720474,0.6052955665024631,0.6403908794788273,0.6223488445710668,0.2070011875483564,0.6436881256354218,0.6362346781467338,"[[836, 641], [552, 983]]",0.770936287989871,0.6651870920502604,outputs/article_official_accuracy/metrics/rf_pso_best_by_seed.csv,accuracy_cv,Accuracy-CV
rf,pso,1,1.166155984999932,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 63, ""max_depth"": 5, ""min_samples_split"": 16, ""min_samples_leaf"": 20, ""max_features"": null, ""class_weight"": ""balanced""}",0.647078353253652,0.6467747591186466,0.6510883482714469,0.6625407166123779,0.6567646109137876,0.2936982059428017,0.6874351346046547,0.6621603108427613,"[[932, 545], [518, 1017]]",0.4214655918521407,,outputs/article_official/metrics/rf_pso_best_by_seed.csv,mcc_f1,MCC/F1
rf,pso,2,2.271059033999336,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 152, ""max_depth"": 39, ""min_samples_split"": 3, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""class_weight"": ""balanced""}",0.603585657370518,0.6027862623197386,0.6041539401343922,0.644299674267101,0.6235813366960908,0.2063164318495046,0.6408308504561805,0.6324087361839599,"[[829, 648], [546, 989]]",0.7720212699360474,0.6683440873034788,outputs/article_official_accuracy/metrics/rf_pso_best_by_seed.csv,accuracy_cv,Accuracy-CV
rf,pso,2,2.178184202999546,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 117, ""max_depth"": 5, ""min_samples_split"": 9, ""min_samples_leaf"": 5, ""max_features"": null, ""class_weight"": ""balanced""}",0.647078353253652,0.6466084743482585,0.6486146095717884,0.6710097719869706,0.659622158181236,0.2935981156550908,0.6865146138730899,0.657403420816786,"[[919, 558], [505, 1030]]",0.4227524779319299,,outputs/article_official/metrics/rf_pso_best_by_seed.csv,mcc_f1,MCC/F1
rf,pso,3,6.5561260340000445,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 500, ""max_depth"": 40, ""min_samples_split"": 5, ""min_samples_leaf"": 1, ""max_features"": null, ""class_weight"": null}",0.603253652058433,0.60237099146743,0.603030303030303,0.6482084690553745,0.6248037676609105,0.2056462605723707,0.6354142453560456,0.6265030708407126,"[[822, 655], [540, 995]]",0.7698661165647658,0.6660281734022818,outputs/article_official_accuracy/metrics/rf_pso_best_by_seed.csv,accuracy_cv,Accuracy-CV
rf,pso,3,8.590912602001481,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 493, ""max_depth"": 5, ""min_samples_split"": 12, ""min_samples_leaf"": 17, ""max_features"": null, ""class_weight"": null}",0.6457503320053121,0.6446787770791661,0.6391200951248514,0.7003257328990228,0.6683245259558594,0.2912999742065349,0.6873941147541345,0.6599092014006174,"[[870, 607], [460, 1075]]",0.4204013975352927,,outputs/article_official/metrics/rf_pso_best_by_seed.csv,mcc_f1,MCC/F1
rf,random_search,1,22.21427938300076,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 236, ""max_depth"": 42, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""class_weight"": ""balanced""}",0.6072377158034529,0.6064076976175407,0.6071863580998782,0.6495114006514658,0.6276361347182877,0.2136488795473877,0.6435891045984136,0.634626257098361,"[[832, 645], [538, 997]]",0.7705156376637613,0.6613430151916314,outputs/article_official_accuracy/metrics/rf_random_search_best_by_seed.csv,accuracy_cv,Accuracy-CV
rf,random_search,1,23.758366351001317,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 495, ""max_depth"": 5, ""min_samples_split"": 5, ""min_samples_leaf"": 13, ""max_features"": null, ""class_weight"": null}",0.6437583001328021,0.642609259459376,0.6363636363636364,0.7022801302931596,0.6676989780117684,0.287413888084518,0.6873528743667836,0.6587026280458446,"[[861, 616], [457, 1078]]",0.4189866589776466,0.378806940963452,outputs/article_official/metrics/rf_random_search_best_by_seed.csv,mcc_f1,MCC/F1
rf,random_search,2,4.045195493001302,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 239, ""max_depth"": 44, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""class_weight"": null}",0.6082337317397079,0.6074232697231601,0.6082977425259305,0.6495114006514658,0.62822936357908,0.2156493011187385,0.6400113355931007,0.6305344085047049,"[[835, 642], [538, 997]]",0.7699104280453648,0.6614536285044517,outputs/article_official_accuracy/metrics/rf_random_search_best_by_seed.csv,accuracy_cv,Accuracy-CV
rf,random_search,2,0.5850066060011159,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 147, ""max_depth"": 6, ""min_samples_split"": 5, ""min_samples_leaf"": 8, ""max_features"": null, ""class_weight"": ""balanced""}",0.6460823373173971,0.6449917188420051,0.6391691394658754,0.701628664495114,0.668944099378882,0.2919995737865625,0.6872516479614678,0.6594257058995329,"[[869, 608], [458, 1077]]",0.4207699027005145,0.3794157359604891,outputs/article_official/metrics/rf_random_search_best_by_seed.csv,mcc_f1,MCC/F1
rf,random_search,3,4.372906958997191,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 316, ""max_depth"": 27, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""class_weight"": ""balanced""}",0.6088977423638778,0.6080619443850219,0.6086427267194157,0.6514657980456026,0.6293266205160478,0.2169834974423946,0.6439787931783547,0.6353062086673431,"[[834, 643], [535, 1000]]",0.7699104035441223,0.6616969397918897,outputs/article_official_accuracy/metrics/rf_random_search_best_by_seed.csv,accuracy_cv,Accuracy-CV
rf,random_search,3,1.2032739370006311,cuml,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 134, ""max_depth"": 42, ""min_samples_split"": 16, ""min_samples_leaf"": 16, ""max_features"": ""sqrt"", ""class_weight"": ""balanced""}",0.6314741035856574,0.6306466801488182,0.6293365794278758,0.6736156351791531,0.6507237256135935,0.2623326255071314,0.6719631527063177,0.6518753931211992,"[[868, 609], [501, 1034]]",0.4206495240658876,0.3731533046692799,outputs/article_official/metrics/rf_random_search_best_by_seed.csv,mcc_f1,MCC/F1
svm,de,1,1.0063253100015572,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 0.15867985822462538, ""gamma"": 0.7015602825165522, ""kernel"": ""linear""}",0.6434262948207171,0.6418230456577401,0.6305949008498584,0.7250814332247557,0.6745454545454546,0.2878827610227188,0.6993020009306655,0.6815878998968007,"[[825, 652], [422, 1113]]",0.6531006127135138,0.4542305096177126,outputs/article_official_accuracy/metrics/svm_de_best_by_seed.csv,accuracy_cv,Accuracy-CV
svm,de,1,2.0792492030004723,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 0.5275588756087133, ""gamma"": 0.00031101233434331486, ""kernel"": ""linear""}",0.649070385126162,0.6480384351588637,0.6426014319809069,0.701628664495114,0.6708190594830271,0.297926190021524,0.7001440105504819,0.6826792839309908,"[[878, 599], [458, 1077]]",0.4281156784289721,-0.0706188889052517,outputs/article_official/metrics/svm_de_best_by_seed.csv,mcc_f1,MCC/F1
svm,de,2,2.155533477998688,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 48.90746638312635, ""gamma"": 10.0, ""kernel"": ""rbf""}",0.549800796812749,0.5478174572544487,0.5492028587135789,0.650814332247557,0.5957066189624329,0.0977517047762169,0.5676320298871513,0.5716423961814721,"[[657, 820], [536, 999]]",0.7003947783878255,0.4644517346969592,outputs/article_official_accuracy/metrics/svm_de_best_by_seed.csv,accuracy_cv,Accuracy-CV
svm,de,2,1.4401492050001252,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 2.056043402245095, ""gamma"": 10.0, ""kernel"": ""linear""}",0.5092961487383798,0.4996870582371609,0.5094715852442672,0.9986970684039088,0.6747359154929577,-0.0099189622330122,0.3013649024455329,0.3913046818001898,"[[1, 1476], [2, 1533]]",0.4488860733177172,-0.0661266887276685,outputs/article_official/metrics/svm_de_best_by_seed.csv,mcc_f1,MCC/F1
