model_type,optimizer,seed,runtime_seconds_test,model_backend,official_experiment,fitness_formula,decoded_hyperparameters,accuracy_test,balanced_accuracy_test,precision_test,recall_test,f1_test,mcc_test,auc_roc_test,auc_pr_test,confusion_matrix_test,best_validation_fitness
rf,random_search,1,18.31800341400003,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 191, ""max_depth"": 6, ""min_samples_split"": 10, ""min_samples_leaf"": 2, ""max_features"": null, ""class_weight"": null}",0.6460823373173971,0.6449533454334542,0.638675340035482,0.7035830618892508,0.6695598264104153,0.29206496492443,0.686071775916937,0.6580095186803128,"[[866, 611], [455, 1080]]",0.4170095992992885
rf,random_search,2,3.150497756999357,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 147, ""max_depth"": 6, ""min_samples_split"": 5, ""min_samples_leaf"": 8, ""max_features"": null, ""class_weight"": ""balanced""}",0.648738379814077,0.6484162147499444,0.6523961661341853,0.6651465798045603,0.6587096774193548,0.2970054015313261,0.6868163082575606,0.6600240397912881,"[[933, 544], [514, 1021]]",0.41788327370300493
rf,random_search,3,5.682995797000331,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 265, ""max_depth"": 6, ""min_samples_split"": 17, ""min_samples_leaf"": 9, ""max_features"": null, ""class_weight"": ""balanced""}",0.649070385126162,0.6488442767384367,0.6541935483870968,0.6605863192182411,0.6573743922204214,0.2977604676902313,0.6864078740470053,0.6610278922622004,"[[941, 536], [521, 1014]]",0.41893765958864765
rf,random_search,4,7.180025556999681,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 412, ""max_depth"": 5, ""min_samples_split"": 18, ""min_samples_leaf"": 20, ""max_features"": null, ""class_weight"": null}",0.6450863213811421,0.6440528935534879,0.6390214797136038,0.6977198697068404,0.6670819059483027,0.2899053187904302,0.686852696834635,0.6594603167249088,"[[872, 605], [464, 1071]]",0.4165764161709411
rf,random_search,5,3.2851552800002537,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 369, ""max_depth"": 7, ""min_samples_split"": 15, ""min_samples_leaf"": 1, ""max_features"": ""log2"", ""class_weight"": ""balanced""}",0.646414342629482,0.6460209642311314,0.6491116751269036,0.6664495114006515,0.6576663452266153,0.2923037039702825,0.6871422616934142,0.658307403317625,"[[924, 553], [512, 1023]]",0.41802894355845954
