experiment,experiment_label,model,optimizer,n,total_profit_mean,total_profit_std,win_rate_mean,profit_factor_mean,max_drawdown_mean,sharpe_mean,total_trades_mean
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3,-621.6666666666666,379.3525185540928,0.38269230769230766,0.9641791076883414,-3250.0,-0.5605312710469362,520.0
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mlp,random_search,3,-2036.6666666666667,5978.470400807662,0.38291981456043955,0.8205917794960321,-4801.666666666667,-2.3020764923070343,402.0
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,svm,pso,3,-2208.3333333333335,6182.204973416308,0.41255458148243096,0.9131862585647305,-4456.666666666667,-1.4692638133984968,475.3333333333333
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,svm,random_search,3,-2216.6666666666665,6937.309156534206,0.37084313066845825,0.8136001147078286,-5150.0,-2.0148668020886773,423.0
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,svm,ga,3,-2476.6666666666665,395.61134125974365,0.35833333333333334,0.8610598991932251,-3636.6666666666665,-2.161360045213416,520.0
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,svm,de,3,-2476.6666666666665,164.79785597310826,0.2403846153846154,0.5775846987705936,-3300.0,-5.7313777227270295,350.0
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,cnn,gwo,3,-2665.0,8414.417686328627,0.37796795919084697,0.8428095938168297,-5911.666666666667,-1.6545017786200233,448.6666666666667
exp3_cv_accuracy,Exp. 3 - CV + Accuracy,svm,ga,3,-2893.3333333333335,313.4219732777735,0.4115384615384616,0.8311537511020041,-3770.0,-3.6550303985037327,520.0
exp3_cv_accuracy,Exp. 3 - CV + Accuracy,svm,de,3,-3191.6666666666665,2677.827166441728,0.38589743589743586,0.8180644699105373,-4036.6666666666665,-4.118877232739206,520.0
exp2_holdout_accuracy,Exp. 2 - Holdout + Accuracy,svm,gwo,3,-3958.3333333333335,1583.953387361299,0.40320512820512827,0.7669331192690518,-4266.666666666667,-5.768944932193247,520.0
exp3_cv_accuracy,Exp. 3 - CV + Accuracy,svm,random_search,3,-4140.0,1388.1912692421026,0.4057692307692308,0.7589730740916124,-4640.0,-5.6610346401541065,520.0
exp2_holdout_accuracy,Exp. 2 - Holdout + Accuracy,svm,random_search,3,-4316.666666666667,1512.7320758592161,0.4025641025641025,0.7496525311411099,-4535.0,-5.970619301612703,520.0
exp2_holdout_accuracy,Exp. 2 - Holdout + Accuracy,svm,ga,3,-4681.666666666667,2569.3497880462546,0.4270966622030452,0.7465611438575414,-7173.333333333333,-3.3636146518359102,519.0
exp3_cv_accuracy,Exp. 3 - CV + Accuracy,svm,pso,3,-4898.333333333333,838.0980451792816,0.40320512820512816,0.7175264290713662,-5093.333333333333,-7.125791706760649,520.0
exp2_holdout_accuracy,Exp. 2 - Holdout + Accuracy,svm,pso,3,-5766.666666666667,2658.9910367154935,0.382051282051282,0.6896913612451633,-6341.666666666667,-8.181542930474901,520.0
exp3_cv_accuracy,Exp. 3 - CV + Accuracy,svm,gwo,3,-6131.666666666667,399.6978025125148,0.38717948717948714,0.6505797761194606,-6395.0,-9.35580505901524,520.0
exp2_holdout_accuracy,Exp. 2 - Holdout + Accuracy,svm,de,3,-6468.333333333333,4746.504854451677,0.38143769330539756,0.6693859431601449,-6823.333333333333,-6.798572857022719,518.0
