experiment,experiment_label,primary_metric,model,optimizer,seed,accuracy_test,balanced_accuracy_test,mcc_test,f1_test,auc_roc_test,auc_pr_test,reported_metric
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,cnn,pso,3,0.6341301460823373,0.6329455560725918,0.2680520948596062,0.6592455163883735,0.6683856042378357,0.6419097853913915,0.2680520948596062
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,cnn,random_search,1,0.6314741035856574,0.6311455344599824,0.2624439127958697,0.6419354838709678,0.6708174638705537,0.644893490523611,0.2624439127958697
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,cnn,random_search,2,0.6371181938911022,0.6367213671519212,0.2736878381869169,0.6486660237865638,0.6799520994003603,0.6561831733189779,0.2736878381869169
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,cnn,random_search,3,0.4903718459495352,0.5,0.0,0.0,0.4013243236686743,0.4476972813779238,0.0
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,mlp,de,1,0.651062416998672,0.6510161234476963,0.3019932880323998,0.6561988877984952,0.6939703025103707,0.673586018931658,0.3019932880323998
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,mlp,de,2,0.651394422310757,0.65113719816778,0.3023784437472719,0.6601941747572816,0.693955747079541,0.6729367692290114,0.3023784437472719
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,mlp,de,3,0.651394422310757,0.651226736121066,0.3024790891142728,0.6586475942782835,0.694308164935085,0.6740263767677228,0.3024790891142728
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,mlp,ga,1,0.6454183266932271,0.64482631621894,0.2902523982840326,0.66008911521324,0.6921301431945643,0.6708720234806255,0.2902523982840326
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,mlp,ga,2,0.646746347941567,0.6462187857683173,0.2929185855471185,0.6602809706257982,0.6930700711672353,0.6713206413821386,0.2929185855471185
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,mlp,ga,3,0.6444223107569721,0.6438874909304229,0.2882599988465904,0.6581551228854133,0.6865836419011156,0.6651436446959518,0.2882599988465904
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,mlp,gwo,1,0.6527224435590969,0.6525424588533408,0.3051204490522256,0.6601689408706952,0.6945683983953741,0.6746779804041544,0.3051204490522256
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,mlp,gwo,2,0.6527224435590969,0.6525552499895244,0.3051363418932082,0.6599479843953185,0.6943782956472645,0.6735093030340347,0.3051363418932082
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,mlp,gwo,3,0.6520584329349269,0.6518398285105604,0.3037471878697475,0.6601815823605707,0.6939323701754812,0.6730840729146281,0.3037471878697475
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,mlp,pso,1,0.648074369189907,0.6478031223604498,0.2957210495998808,0.6571798188874515,0.6921720451924074,0.6719833705830862,0.2957210495998808
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,mlp,pso,2,0.647742363877822,0.6474901805976108,0.2950755813329381,0.6565231466494011,0.692770582151072,0.6748452662888256,0.2950755813329381
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,mlp,pso,3,0.6530544488711819,0.6528426094799962,0.3057474618714613,0.661044437236458,0.6943088265455772,0.6733746438976732,0.3057474618714613
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,mlp,random_search,1,0.6440903054448871,0.6442652705215034,0.2885000027186689,0.6452680344142951,0.6773078627996268,0.6477444790356572,0.2885000027186689
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,mlp,random_search,2,0.3764940239043824,0.3764546058014418,-0.2470450273123691,0.3822368421052631,0.3437430393062793,0.4146575957945896,-0.2470450273123691
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,mlp,random_search,3,0.6387782204515272,0.6387977214134646,0.2775455007720763,0.6428102429415627,0.6744446331259552,0.6481838268872642,0.2775455007720763
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,rf,de,1,0.647742363877822,0.6472727312824879,0.2949283565232774,0.6602625680435479,0.6876172980268569,0.6599977654649367,0.2949283565232774
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,rf,de,2,0.647742363877822,0.6473238958272227,0.2949494397438941,0.6593900481540931,0.6852899728519161,0.6560779308601095,0.2949494397438941
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,rf,de,3,0.6427622841965471,0.6416704341708587,0.2853108213795687,0.6658385093167701,0.6869592161238888,0.6601389258350789,0.2853108213795687
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,rf,ga,1,0.6434262948207171,0.6421811974708835,0.2869282844012705,0.6689272503082614,0.6872615721188517,0.6632782457640108,0.2869282844012705
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,rf,ga,2,0.649734395750332,0.6487666477740115,0.2991713365895099,0.6704154951577632,0.6849649015633855,0.6607399654090655,0.2991713365895099
