experiment,experiment_label,primary_metric,model,optimizer,seed,accuracy_test,balanced_accuracy_test,mcc_test,f1_test,auc_roc_test,auc_pr_test,reported_metric
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,rf,ga,3,0.646414342629482,0.6453430340133954,0.2926374062177388,0.6689462231893069,0.6860080407728493,0.6603203695905394,0.2926374062177388
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,rf,gwo,1,0.646414342629482,0.6452279137877421,0.2928418580508452,0.6707882534775889,0.6874635838558218,0.6599533012453916,0.2928418580508452
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,rf,gwo,2,0.6430942895086321,0.6420473316146162,0.285912814053101,0.6654217242452537,0.6860536918968153,0.658363832262898,0.285912814053101
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,rf,gwo,3,0.6434262948207171,0.6423986467860066,0.2865544691212173,0.6654205607476635,0.6858069111832021,0.6592660736012884,0.2865544691212173
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,rf,pso,1,0.647078353253652,0.6467747591186466,0.2936982059428017,0.6567646109137876,0.6874351346046547,0.6621603108427613,0.2936982059428017
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,rf,pso,2,0.647078353253652,0.6466084743482585,0.2935981156550908,0.659622158181236,0.6865146138730899,0.657403420816786,0.2935981156550908
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,rf,pso,3,0.6457503320053121,0.6446787770791661,0.2912999742065349,0.6683245259558594,0.6873941147541345,0.6599092014006174,0.2912999742065349
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,rf,random_search,1,0.6437583001328021,0.642609259459376,0.287413888084518,0.6676989780117684,0.6873528743667836,0.6587026280458446,0.287413888084518
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,rf,random_search,2,0.6460823373173971,0.6449917188420051,0.2919995737865625,0.668944099378882,0.6872516479614678,0.6594257058995329,0.2919995737865625
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,rf,random_search,3,0.6314741035856574,0.6306466801488182,0.2623326255071314,0.6507237256135935,0.6719631527063177,0.6518753931211992,0.2623326255071314
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,svm,de,1,0.649070385126162,0.6480384351588637,0.297926190021524,0.6708190594830271,0.7001440105504819,0.6826792839309908,0.297926190021524
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,svm,de,2,0.5092961487383798,0.4996870582371609,-0.0099189622330122,0.6747359154929577,0.3013649024455329,0.3913046818001898,-0.0099189622330122
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,svm,de,3,0.6344621513944223,0.632068922170347,0.2730177707068805,0.6783523225241017,0.6954684092016787,0.6835868749558449,0.2730177707068805
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,svm,ga,1,0.6420982735723771,0.6408015190576902,0.284355571322897,0.6685116851168512,0.6968090525958287,0.6765712583211019,0.284355571322897
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,svm,ga,2,0.6454183266932271,0.6434832469196519,0.2932339245054262,0.6813842482100239,0.7006920445749043,0.6828511598990934,0.2932339245054262
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,svm,ga,3,0.6447543160690571,0.6428061988492388,0.2919341636223406,0.6809779367918902,0.7003266150463459,0.6825566459615336,0.2919341636223406
exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mcc_test,svm,gwo,1,0.6215139442231076,0.6230236040569955,0.2488958703152783,0.5945945945945946,0.6671916178361367,0.6471571746286259,0.2488958703152783
