date,daily_return_points,experiment,experiment_label,model,optimizer,seed
2024-06-10,-5.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mlp,random_search,3
2024-06-12,6025.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mlp,random_search,3
2024-06-13,1065.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mlp,random_search,3
2024-06-14,1665.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mlp,random_search,3
2024-06-18,1045.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mlp,random_search,3
2024-06-19,535.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mlp,random_search,3
2024-06-20,2040.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mlp,random_search,3
2024-06-21,2410.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mlp,random_search,3
2024-06-24,10.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mlp,random_search,3
2024-06-25,-130.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mlp,random_search,3
2024-06-26,-845.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mlp,random_search,3
2024-06-27,2415.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mlp,random_search,3
2024-06-28,600.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,mlp,random_search,3
2024-05-20,-520.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-05-21,0.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-05-22,905.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-05-23,-30.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-05-24,2545.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-05-27,505.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-05-28,3970.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-05-29,590.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-05-31,-10.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-03,1185.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-04,1655.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-05,1220.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-06,390.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-07,105.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-10,865.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-12,4925.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-13,1335.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-14,1255.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-18,1285.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-19,685.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-20,1480.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-21,1950.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-24,660.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-25,-450.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-26,-615.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-27,1655.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-06-28,1620.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,1
2024-05-20,-490.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-05-21,-270.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-05-22,835.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-05-23,-30.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-05-24,2675.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-05-27,555.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-05-28,3970.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-05-29,590.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-05-31,-200.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-03,1165.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-04,1495.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-05,1190.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-06,320.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-07,105.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-10,855.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-12,4775.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-13,1335.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-14,1335.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-18,1465.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-19,685.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-20,1480.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-21,2340.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-24,530.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-25,-440.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-26,-495.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-27,1955.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-06-28,1620.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,2
2024-05-20,-660.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-05-21,-290.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-05-22,905.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-05-23,-170.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-05-24,2485.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-05-27,515.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-05-28,3760.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-05-29,390.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-05-31,-600.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-03,1075.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-04,985.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-05,390.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-06,370.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-07,105.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-10,865.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-12,4085.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-13,1125.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-14,1445.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-18,1495.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-19,415.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-20,1300.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-21,2750.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-24,960.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-25,-590.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-26,-615.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-27,2255.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-06-28,1150.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,de,3
2024-05-20,-670.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-05-21,-390.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-05-22,805.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-05-23,-190.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-05-24,2095.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-05-27,505.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-05-28,3470.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-05-29,520.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-05-31,-860.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-03,1015.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-04,995.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-05,640.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-06,120.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-07,15.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-10,1305.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-12,3875.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-13,1015.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-14,1615.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-18,1465.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-19,265.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-20,1300.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-21,2580.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-24,570.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-25,-670.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-26,-755.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-27,2305.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-06-28,850.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,1
2024-05-20,-680.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-05-21,-390.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-05-22,795.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-05-23,-20.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-05-24,2395.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-05-27,545.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-05-28,3410.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-05-29,300.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-05-31,-870.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-03,1115.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-04,1215.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-05,670.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-06,690.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-07,15.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-10,425.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-12,4145.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-13,1245.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-14,1615.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-18,1505.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-19,385.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-20,1180.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-21,2840.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-24,700.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-25,-450.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-26,-445.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-27,2245.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-06-28,870.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,2
2024-05-20,-670.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-05-21,-300.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-05-22,795.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-05-23,-240.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-05-24,2505.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-05-27,565.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-05-28,3530.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-05-29,470.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-05-31,-680.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-03,1115.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-04,1215.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-05,560.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-06,570.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-07,15.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-10,655.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-12,3965.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-13,1335.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-14,1615.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-18,1465.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-19,385.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-20,1180.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-21,2750.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-24,770.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-25,-590.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-26,-525.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-27,2245.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-06-28,870.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,ga,3
2024-05-20,-660.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-05-21,-290.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-05-22,905.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-05-23,-150.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-05-24,2485.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-05-27,595.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-05-28,3430.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-05-29,390.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-05-31,-850.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-03,985.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-04,995.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-05,390.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-06,370.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-07,105.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-10,935.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-12,3775.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-13,1125.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-14,1445.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-18,1495.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-19,585.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-20,1300.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-21,2650.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-24,1070.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-25,-590.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-26,-615.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-27,2165.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-06-28,850.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,1
2024-05-20,-670.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-05-21,-270.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-05-22,905.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-05-23,-240.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-05-24,2245.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-05-27,555.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-05-28,3760.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-05-29,290.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-05-31,-780.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-03,1125.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-04,1095.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-05,390.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-06,390.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-07,105.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-10,715.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-12,4385.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-13,1255.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-14,1445.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-18,1465.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-19,685.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-20,1050.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-21,2750.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-24,870.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-25,-590.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-26,-625.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-27,2105.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-06-28,1060.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,2
2024-05-20,-630.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-05-21,-290.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-05-22,905.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-05-23,-170.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-05-24,2465.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-05-27,545.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-05-28,3460.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-05-29,290.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-05-31,-760.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-03,1145.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-04,1185.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-05,870.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-06,390.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-07,105.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-10,865.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-12,4185.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-13,1255.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-14,1445.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-18,1505.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-19,265.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-20,1300.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-21,2750.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-24,870.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-25,-660.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-26,-615.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
2024-06-27,2155.0,exp1_holdout_mcc_f1,Exp. 1 - Holdout + MCC/F1,rf,gwo,3
