model_type,optimizer,seed,runtime_seconds_test,model_backend,official_experiment,fitness_formula,decoded_hyperparameters,accuracy_test,balanced_accuracy_test,precision_test,recall_test,f1_test,mcc_test,auc_roc_test,auc_pr_test,confusion_matrix_test,best_validation_fitness,worst_validation_fitness
mlp,random_search,1,0.22560647400000278,cuda,True,0.6 * MCC + 0.4 * F1,"{""hidden_neurons"": 450, ""learning_rate"": 0.00037911519839929956, ""l2_alpha"": 0.00015394352403685322, ""dropout_rate"": 0.012867321231716945, ""batch_size"": 32}",0.6527224435590969,0.6525424588533408,0.6584575502268308,0.6618892508143323,0.6601689408706952,0.3051204490522256,0.6937409442063872,0.6737400483299292,"[[950, 527], [519, 1016]]",0.6591376766054169,0.3561907917501374
