model_type,optimizer,seed,runtime_seconds_test,model_backend,official_experiment,fitness_formula,decoded_hyperparameters,accuracy_test,balanced_accuracy_test,precision_test,recall_test,f1_test,mcc_test,auc_roc_test,auc_pr_test,confusion_matrix_test,best_validation_fitness,worst_validation_fitness
cnn,pso,1,0.27445955199982563,cuda,True,0.6 * MCC + 0.4 * F1,"{""n_filters"": 115, ""kernel_size"": 5, ""dense_neurons"": 256, ""learning_rate"": 0.0002842545762809827, ""l2_alpha"": 3.012509916070943e-08, ""dropout_rate"": 0.0, ""batch_size"": 80}",0.6354581673306773,0.6347601331160311,0.6346272335181762,0.6710097719869706,0.6523115896136795,0.27028720153260677,0.6765084167881457,0.6522180782519572,"[[884, 593], [505, 1030]]",0.6544219343836492,0.35161524467206723
