model_type,optimizer,seed,runtime_seconds_test,model_backend,official_experiment,fitness_formula,decoded_hyperparameters,accuracy_test,balanced_accuracy_test,precision_test,recall_test,f1_test,mcc_test,auc_roc_test,auc_pr_test,confusion_matrix_test,best_validation_fitness,worst_validation_fitness
cnn,gwo,1,0.14641323400019246,cuda,True,0.6 * MCC + 0.4 * F1,"{""n_filters"": 73, ""kernel_size"": 3, ""dense_neurons"": 152, ""learning_rate"": 3.5060267049864826e-05, ""l2_alpha"": 8.39799303430835e-06, ""dropout_rate"": 0.05142683198717151, ""batch_size"": 64}",0.6328021248339973,0.6327810355968498,0.6413974950560316,0.6338762214983713,0.6376146788990825,0.2655199135578948,0.6724858249952033,0.6475915692300995,"[[933, 544], [562, 973]]",0.6542741232659616,0.3510837739982073
