model_type,optimizer,seed,evaluation_id,best_fitness_so_far,mean_fitness_so_far
mlp,random_search,1,1,0.6562297867510339,0.6562297867510339
mlp,random_search,1,2,0.6562297867510339,0.651853689113734
mlp,random_search,1,3,0.6562297867510339,0.6173010515221199
mlp,random_search,1,4,0.6579937858507655,0.6274742351042814
mlp,random_search,1,5,0.6579937858507655,0.6287606681848232
mlp,random_search,1,6,0.6579937858507655,0.6211475799814973
mlp,random_search,1,7,0.6579937858507655,0.6255636732129137
mlp,random_search,1,8,0.6579937858507655,0.6197559680294721
mlp,random_search,1,9,0.6585325159935739,0.6240644733588168
mlp,random_search,1,10,0.6585325159935739,0.6272352568841281
mlp,random_search,1,11,0.6585325159935739,0.6299845175726344
mlp,random_search,1,12,0.6585325159935739,0.6316230542294289
mlp,random_search,1,13,0.6585325159935739,0.6335635840308065
mlp,random_search,1,14,0.6585325159935739,0.6352479687198004
mlp,random_search,1,15,0.6585325159935739,0.6366684055762903
mlp,random_search,1,16,0.6585325159935739,0.6342897150552707
mlp,random_search,1,17,0.6585325159935739,0.631692037401098
mlp,random_search,1,18,0.6585325159935739,0.6328592739772075
mlp,random_search,1,19,0.6585325159935739,0.6337125291035445
mlp,random_search,1,20,0.6585325159935739,0.634723647471753
mlp,random_search,1,21,0.6585325159935739,0.6328918007281386
mlp,random_search,1,22,0.6585325159935739,0.631578714876596
mlp,random_search,1,23,0.6585325159935739,0.6324749849123409
mlp,random_search,1,24,0.6585325159935739,0.6324306886020381
mlp,random_search,1,25,0.6585325159935739,0.6332220706369782
mlp,random_search,1,26,0.6585325159935739,0.6339335668247108
mlp,random_search,1,27,0.6585325159935739,0.6238476998572003
mlp,random_search,1,28,0.6585325159935739,0.6166624146154679
mlp,random_search,1,29,0.6591376766054169,0.6181270788220179
mlp,random_search,1,30,0.6591376766054169,0.6188449118882494
mlp,random_search,1,31,0.6591376766054169,0.6200077939597299
mlp,random_search,1,32,0.6591376766054169,0.6135618475235012
mlp,random_search,1,33,0.6591376766054169,0.6073350663252673
mlp,random_search,1,34,0.6591376766054169,0.6086542043550751
mlp,random_search,1,35,0.6591376766054169,0.6100464055017466
mlp,random_search,1,36,0.6591376766054169,0.6112786480528446
mlp,random_search,1,37,0.6591376766054169,0.6125615605277122
mlp,random_search,1,38,0.6591376766054169,0.6126359825723794
mlp,random_search,1,39,0.6591376766054169,0.6137585047754502
mlp,random_search,1,40,0.6591376766054169,0.6147627246889751
mlp,random_search,1,41,0.6591376766054169,0.6157231823248812
mlp,random_search,1,42,0.6591376766054169,0.6152997065562739
mlp,random_search,1,43,0.6591376766054169,0.6152231805106628
mlp,random_search,1,44,0.6591376766054169,0.6158898133862445
mlp,random_search,1,45,0.6591376766054169,0.6165881455946322
mlp,random_search,1,46,0.6591376766054169,0.6146472405667257
mlp,random_search,1,47,0.6591376766054169,0.6150456948211089
mlp,random_search,1,48,0.6591376766054169,0.6158016122259669
mlp,random_search,1,49,0.6591376766054169,0.6166173446989623
mlp,random_search,1,50,0.6591376766054169,0.6173321043655011
mlp,random_search,1,51,0.6591376766054169,0.6162989284046441
mlp,random_search,1,52,0.6591376766054169,0.6170498027412752
mlp,random_search,1,53,0.6591376766054169,0.6174484549088546
mlp,random_search,1,54,0.6591376766054169,0.6181991567597284
mlp,random_search,1,55,0.6591376766054169,0.618848762395543
mlp,random_search,1,56,0.6591376766054169,0.6191529521811544
mlp,random_search,1,57,0.6591376766054169,0.6198260841200088
mlp,random_search,1,58,0.6591376766054169,0.6201232953101178
mlp,random_search,1,59,0.6591376766054169,0.620662098170429
mlp,random_search,1,60,0.6591376766054169,0.6212209479821851
mlp,random_search,1,61,0.6591376766054169,0.6215502449796552
mlp,random_search,1,62,0.6591376766054169,0.6219761604412131
mlp,random_search,1,63,0.6591376766054169,0.6224610643420181
mlp,random_search,1,64,0.6591376766054169,0.622966220069454
mlp,random_search,1,65,0.6591376766054169,0.6226216870603218
mlp,random_search,1,66,0.6591376766054169,0.6231371655636091
mlp,random_search,1,67,0.6591376766054169,0.6194068844996478
mlp,random_search,1,68,0.6591376766054169,0.6178958550702277
mlp,random_search,1,69,0.6591376766054169,0.618447357623684
mlp,random_search,1,70,0.6591376766054169,0.6189651772741338
mlp,random_search,1,71,0.6591376766054169,0.6185258765378332
mlp,random_search,1,72,0.6591376766054169,0.6190711706135317
mlp,random_search,1,73,0.6591376766054169,0.6195174179706278
mlp,random_search,1,74,0.6591376766054169,0.6196533128523732
mlp,random_search,1,75,0.6591376766054169,0.6200853067219876
mlp,random_search,1,76,0.6591376766054169,0.6204318426785435
mlp,random_search,1,77,0.6591376766054169,0.6208935881489805
mlp,random_search,1,78,0.6591376766054169,0.6175267400477036
mlp,random_search,1,79,0.6591376766054169,0.6179152985154892
mlp,random_search,1,80,0.6591376766054169,0.6183910026823393
mlp,random_search,1,81,0.6591376766054169,0.6187562004867513
mlp,random_search,1,82,0.6591376766054169,0.6188795727045999
mlp,random_search,1,83,0.6591376766054169,0.6192191451177794
mlp,random_search,1,84,0.6591376766054169,0.6165704291432894
mlp,random_search,1,85,0.6591376766054169,0.616939508531509
mlp,random_search,1,86,0.6591376766054169,0.6173534664099176
mlp,random_search,1,87,0.6591376766054169,0.6177750454889489
mlp,random_search,1,88,0.6591376766054169,0.618229057786748
mlp,random_search,1,89,0.6591376766054169,0.6185212853714035
mlp,random_search,1,90,0.6591376766054169,0.6188932840693493
mlp,random_search,1,91,0.6591376766054169,0.6190917490771071
mlp,random_search,1,92,0.6591376766054169,0.6194511417890048
mlp,random_search,1,93,0.6591376766054169,0.6198150306685494
mlp,random_search,1,94,0.6591376766054169,0.6201403981886802
mlp,random_search,1,95,0.6591376766054169,0.6196485271795341
mlp,random_search,1,96,0.6591376766054169,0.6199986804045383
mlp,random_search,1,97,0.6591376766054169,0.6203009090375375
mlp,random_search,1,98,0.6591376766054169,0.6206784513681428
mlp,random_search,1,99,0.6591376766054169,0.6210118400659018
mlp,random_search,1,100,0.6591376766054169,0.6183636295827442
