experiment,experiment_label,model,optimizer,seed,first_fitness,best_fitness,total_evaluations,total_runtime_minutes,eval_to_95pct_final,time_to_95pct_final_minutes,auc_progress
exp3_cv_accuracy,Exp 3 - CV + Accuracy,mlp,gwo,2,0.6231019855883282,0.6608866250570903,1000,3.279032899799782,151,0.5758395179500286,0.9730455684095424
exp3_cv_accuracy,Exp 3 - CV + Accuracy,mlp,gwo,3,0.6407835534302454,0.6616024798392716,1000,3.1573796235336578,534,1.8365274791168604,0.9508671703691668
exp3_cv_accuracy,Exp 3 - CV + Accuracy,mlp,pso,1,0.6558683625540274,0.660606196822303,1000,2.3758585377833614,264,0.5806323803999853,0.9232640564801019
exp3_cv_accuracy,Exp 3 - CV + Accuracy,mlp,pso,2,0.6231019855883282,0.6612556738026256,1000,2.0392499146835075,37,0.09526669309993846,0.9777645947098502
exp3_cv_accuracy,Exp 3 - CV + Accuracy,mlp,pso,3,0.6407835534302454,0.6608866054510514,1000,2.6806316656836007,70,0.24893708055001296,0.9886315813234193
exp3_cv_accuracy,Exp 3 - CV + Accuracy,mlp,random_search,1,0.6562297867510339,0.6608129253205646,1000,4.2603638015166245,321,1.2568236876000278,0.8968065193361592
exp3_cv_accuracy,Exp 3 - CV + Accuracy,mlp,random_search,2,0.6224966582799969,0.660399681487945,1000,4.072964466033264,15,0.056507523733337915,0.9928791977229399
exp3_cv_accuracy,Exp 3 - CV + Accuracy,mlp,random_search,3,0.5024525571142396,0.6614477228890474,1000,4.30165781076674,4,0.02581960776666013,0.9874290562217558
exp3_cv_accuracy,Exp 3 - CV + Accuracy,rf,de,1,0.6895146396175988,0.771703822750745,1000,577.0982218497128,28,7.615616574750068,0.9901843081995733
exp3_cv_accuracy,Exp 3 - CV + Accuracy,rf,de,2,0.7281622673101609,0.7718737271365033,1000,577.0148849272547,51,13.962867508999988,0.9691764986472903
exp3_cv_accuracy,Exp 3 - CV + Accuracy,rf,de,3,0.6982352485511267,0.7720433521644822,1000,540.7078739863919,34,11.662358950516621,0.9899223082494514
exp3_cv_accuracy,Exp 3 - CV + Accuracy,rf,ga,1,0.6886292125152975,0.7692388982395636,1000,231.28189281128138,508,119.38749909956331,0.9200379748769194
exp3_cv_accuracy,Exp 3 - CV + Accuracy,rf,ga,2,0.7260743665724493,0.7711577143039755,1000,151.30668349176358,37,10.038008943617024,0.9817086168406117
exp3_cv_accuracy,Exp 3 - CV + Accuracy,rf,ga,3,0.6791831088615243,0.7698153383678493,1000,352.9936782278703,2,0.811799444416647,0.9992838234181579
exp3_cv_accuracy,Exp 3 - CV + Accuracy,rf,gwo,1,0.6895146396175988,0.7728773615016721,1000,382.201509093851,11,2.638198422466606,0.9898771623091981
exp3_cv_accuracy,Exp 3 - CV + Accuracy,rf,gwo,2,0.7281622673101609,0.7724861226973361,1000,479.5226486755175,65,22.231009912500305,0.9776385381797822
