model_type,optimizer,seed,evaluation_id,best_fitness_so_far,mean_fitness_so_far
svm,random_search,1,1,0.428042852404086,0.428042852404086
svm,random_search,1,2,0.428042852404086,0.27204752850130254
svm,random_search,1,3,0.428042852404086,0.3236959373868645
svm,random_search,1,4,0.428042852404086,0.3495862632346505
svm,random_search,1,5,0.428042852404086,0.36296736712712274
svm,random_search,1,6,0.428042852404086,0.35052830045098454
svm,random_search,1,7,0.428042852404086,0.36145179398055655
svm,random_search,1,8,0.428042852404086,0.3686304946016128
svm,random_search,1,9,0.428042852404086,0.3722833582711614
svm,random_search,1,10,0.428042852404086,0.3646308709451185
svm,random_search,1,11,0.428042852404086,0.3692945079644737
svm,random_search,1,12,0.428042852404086,0.37298475419336796
svm,random_search,1,13,0.428042852404086,0.37712252495304904
svm,random_search,1,14,0.428042852404086,0.37968973028989167
svm,random_search,1,15,0.428042852404086,0.3821721492064917
svm,random_search,1,16,0.428042852404086,0.3771864431911721
svm,random_search,1,17,0.428042852404086,0.38003030088249756
svm,random_search,1,18,0.428042852404086,0.3810547322637796
svm,random_search,1,19,0.428042852404086,0.38262964762471363
svm,random_search,1,20,0.428042852404086,0.38306446602054145
svm,random_search,1,21,0.428042852404086,0.384390905826957
svm,random_search,1,22,0.428042852404086,0.38518762769902054
svm,random_search,1,23,0.428042852404086,0.38476658072602016
svm,random_search,1,24,0.428042852404086,0.38601599334601727
svm,random_search,1,25,0.428042852404086,0.3816429182439385
svm,random_search,1,26,0.428042852404086,0.3824861960717577
svm,random_search,1,27,0.428042852404086,0.37971962529098985
svm,random_search,1,28,0.428042852404086,0.37913803339607227
svm,random_search,1,29,0.428042852404086,0.3802531117775787
svm,random_search,1,30,0.428042852404086,0.3811297208254002
svm,random_search,1,31,0.428042852404086,0.3816813091256935
svm,random_search,1,32,0.428042852404086,0.38177016589836277
svm,random_search,1,33,0.428042852404086,0.38246659623189044
svm,random_search,1,34,0.428042852404086,0.3828938824424956
svm,random_search,1,35,0.428042852404086,0.3833667355741433
svm,random_search,1,36,0.428042852404086,0.384504640787332
svm,random_search,1,37,0.428042852404086,0.3849157010702151
svm,random_search,1,38,0.428042852404086,0.38527799084727343
svm,random_search,1,39,0.428042852404086,0.3863457403472532
svm,random_search,1,40,0.428042852404086,0.3866686553330112
svm,random_search,1,41,0.428042852404086,0.3874632495219204
svm,random_search,1,42,0.428042852404086,0.3879514586336596
svm,random_search,1,43,0.428042852404086,0.38831558053205334
svm,random_search,1,44,0.428042852404086,0.3860455886218757
svm,random_search,1,45,0.428042852404086,0.38361544478125725
svm,random_search,1,46,0.428042852404086,0.383642708952382
svm,random_search,1,47,0.428042852404086,0.3841204557767542
svm,random_search,1,48,0.428042852404086,0.3844185668717281
svm,random_search,1,49,0.428042852404086,0.3849065828465136
svm,random_search,1,50,0.428042852404086,0.38526186898910075
svm,random_search,1,51,0.428042852404086,0.38606769597366536
svm,random_search,1,52,0.428042852404086,0.3867565307583695
svm,random_search,1,53,0.428042852404086,0.3874405618465588
svm,random_search,1,54,0.428042852404086,0.38786829884434515
svm,random_search,1,55,0.428042852404086,0.38798756393597617
svm,random_search,1,56,0.428042852404086,0.3884843283068667
svm,random_search,1,57,0.428042852404086,0.38825756314572907
svm,random_search,1,58,0.428042852404086,0.3885638679496775
svm,random_search,1,59,0.428042852404086,0.3890967748831979
svm,random_search,1,60,0.428042852404086,0.3893346883274997
svm,random_search,1,61,0.428042852404086,0.38987209444948123
svm,random_search,1,62,0.428042852404086,0.38472632194471584
svm,random_search,1,63,0.428042852404086,0.38509854768886664
svm,random_search,1,64,0.428042852404086,0.3856569584512984
svm,random_search,1,65,0.428042852404086,0.3862778562402695
svm,random_search,1,66,0.428042852404086,0.3867711137720809
svm,random_search,1,67,0.428042852404086,0.38700013857993276
svm,random_search,1,68,0.428042852404086,0.3860110935942306
svm,random_search,1,69,0.428042852404086,0.38646407112394465
svm,random_search,1,70,0.428042852404086,0.386669199598512
svm,random_search,1,71,0.428042852404086,0.3872509043342101
svm,random_search,1,72,0.428042852404086,0.3852586033912664
svm,random_search,1,73,0.428042852404086,0.38573298243472726
svm,random_search,1,74,0.428042852404086,0.382053538730704
svm,random_search,1,75,0.428042852404086,0.382601576829019
svm,random_search,1,76,0.428042852404086,0.38151614524495175
svm,random_search,1,77,0.428042852404086,0.3820608327653228
svm,random_search,1,78,0.428042852404086,0.3823828871809695
svm,random_search,1,79,0.428042852404086,0.38261348009462887
svm,random_search,1,80,0.428042852404086,0.38290702171466934
svm,random_search,1,81,0.428042852404086,0.3832399089373631
svm,random_search,1,82,0.428042852404086,0.3835337017233532
svm,random_search,1,83,0.428042852404086,0.3838268571290343
svm,random_search,1,84,0.428042852404086,0.3841379194573499
svm,random_search,1,85,0.428042852404086,0.3843369847170449
svm,random_search,1,86,0.428042852404086,0.3847142349584027
svm,random_search,1,87,0.428042852404086,0.38493563772525047
svm,random_search,1,88,0.428042852404086,0.3852878365825365
svm,random_search,1,89,0.428042852404086,0.3846791658262
svm,random_search,1,90,0.428042852404086,0.3851547472076648
svm,random_search,1,91,0.428042852404086,0.38545105398342194
svm,random_search,1,92,0.428042852404086,0.3855781530063555
svm,random_search,1,93,0.428042852404086,0.38592943464695684
svm,random_search,1,94,0.428042852404086,0.3859428678944978
svm,random_search,1,95,0.428042852404086,0.3861812489589357
svm,random_search,1,96,0.428042852404086,0.38651245101818016
svm,random_search,1,97,0.428042852404086,0.38669846763928906
svm,random_search,1,98,0.428042852404086,0.38703019282426
svm,random_search,1,99,0.428042852404086,0.3869451150289409
svm,random_search,1,100,0.428042852404086,0.38712910447266874
