model_type,optimizer,seed,accuracy,balanced_accuracy,precision,recall,f1,mcc,auc_roc,auc_pr
rf,gwo,3.0,0.5421052631578948,0.5405308342169169,0.537760029495316,0.6751445086705202,0.5986647967846725,0.0841858093486669,0.5200054725177001,0.5033949184388103
