model_type,optimizer,seed,runtime_seconds_test,model_backend,official_experiment,fitness_formula,decoded_hyperparameters,accuracy_test,balanced_accuracy_test,precision_test,recall_test,f1_test,mcc_test,auc_roc_test,auc_pr_test,confusion_matrix_test,best_validation_fitness
rf,gwo,1,3.781215599999996,scikit-learn,False,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 209, ""max_depth"": 5, ""min_samples_split"": 11, ""min_samples_leaf"": 10, ""max_features"": null, ""class_weight"": null}",0.6440903054448871,0.6430501125840521,0.6380441264162194,0.6970684039087948,0.6662515566625156,0.2879091537564636,0.6871224133786462,0.6588423001264934,"[[870, 607], [465, 1070]]",0.4195966260886743
