model_type,optimizer,seed,runtime_seconds_test,model_backend,official_experiment,fitness_formula,decoded_hyperparameters,accuracy_test,balanced_accuracy_test,precision_test,recall_test,f1_test,mcc_test,auc_roc_test,auc_pr_test,confusion_matrix_test,best_validation_fitness
rf,de,1,8.446806200001447,scikit-learn,False,0.6 * MCC + 0.4 * F1,"{""n_estimators"": 452, ""max_depth"": 5, ""min_samples_split"": 16, ""min_samples_leaf"": 19, ""max_features"": null, ""class_weight"": ""balanced""}",0.647742363877822,0.6472599401463042,0.6490566037735849,0.6723127035830619,0.66048,0.29492439180954355,0.6872212138788238,0.6594934698104303,"[[919, 558], [503, 1032]]",0.41968418086821224
