model_type,optimizer,seed,runtime_seconds_test,model_backend,official_experiment,fitness_formula,decoded_hyperparameters,accuracy_test,balanced_accuracy_test,precision_test,recall_test,f1_test,mcc_test,auc_roc_test,auc_pr_test,confusion_matrix_test,best_validation_fitness
svm,de,1,14.042602100002114,scikit-learn,False,0.6 * MCC + 0.4 * F1,"{""C"": 89.69045992966966, ""gamma"": 0.004581326637738029, ""kernel"": ""linear""}",0.5514608233731739,0.5440866356885932,0.5345604808414726,0.9270358306188925,0.6781034071956159,0.1375445364384015,0.6347535170111085,0.6410945536594482,"[[238, 1239], [112, 1423]]",0.44586556763100604
